name,path
GC-14173 Little Spokane Tower replacement,R:\Engineering\GC Projects\2014 GC Jobs\GC14481 121 Canyon Rim Court\GC-14173 Little Spokane Tower replacement
GC-15116 Taft BPA Substation Retaining Walls,R:\Engineering\GC Projects\2015 GC Jobs\GC-15116 Taft BPA Substation Retaining Walls
GC-15122 Ossello House Micropiles,R:\Engineering\GC Projects\2015 GC Jobs\GC-15122 Ossello House Micropiles
"GC-15201 Greenfield 100,000 SF warehouse micropiles","R:\Engineering\GC Projects\2015 GC Jobs\GC-15201 Greenfield 100,000 SF warehouse micropiles"
GC-15218 Boulder Drive,R:\Engineering\GC Projects\2015 GC Jobs\GC-15218 Boulder Drive
GC-15352 Long Lake Dam Crescent Concrete Repair,R:\Engineering\GC Projects\2015 GC Jobs\GC-15352 Long Lake Dam Crescent Concrete Repair
GC-15649 McCathren Residence,R:\Engineering\GC Projects\2015 GC Jobs\GC-15649 McCathren Residence
GC14245 RPWRF - freeze pipe installation,R:\Engineering\GC Projects\2015 GC Jobs\GC14245 RPWRF - freeze pipe installation
GC15073 CSO 6 Tie backs,R:\Engineering\GC Projects\2015 GC Jobs\GC15073 CSO 6 Tie backs
GC15137 15000 BPH Grain Storage Equipment Central Ferrry micropiles,R:\Engineering\GC Projects\2015 GC Jobs\GC15137 15000 BPH Grain Storage Equipment Central Ferrry micropiles
GC15162 Moss Lane Cresswell Residence,R:\Engineering\GC Projects\2015 GC Jobs\GC15162 Moss Lane Cresswell Residence
GC15178 Clearwater Paper Unload Building Micropiles,R:\Engineering\GC Projects\2015 GC Jobs\GC15178 Clearwater Paper Unload Building Micropiles
GC15226 Sycamore,R:\Engineering\GC Projects\2015 GC Jobs\GC15226 Sycamore
GC15253 WSU Medical Facility,R:\Engineering\GC Projects\2015 GC Jobs\GC15253 WSU Medical Facility
"GC15292 ADM Soft Wheat Mill, Flour Loadout, and Dump Pit","R:\Engineering\GC Projects\2015 GC Jobs\GC15292 ADM Soft Wheat Mill, Flour Loadout, and Dump Pit"
GC15379 M & L Supply Company,R:\Engineering\GC Projects\2015 GC Jobs\GC15379 M & L Supply Company
GC15381 Hotline Conveyor SE bride support micropiles,R:\Engineering\GC Projects\2015 GC Jobs\GC15381 Hotline Conveyor SE bride support micropiles
GC15400 Residential Geothermal Grouting and Drilling - 3610 N. Wood Road,R:\Engineering\GC Projects\2015 GC Jobs\GC15400 Residential Geothermal Grouting and Drilling - 3610 N. Wood Road
GC15489 Cassia St Water Reservoir Bonners Ferry,R:\Engineering\GC Projects\2015 GC Jobs\GC15489 Cassia St Water Reservoir Bonners Ferry
GC15496 Crown ITB - 846328 - DOWNTOWN PROSSER,R:\Engineering\GC Projects\2015 GC Jobs\GC15496 Crown ITB - 846328 - DOWNTOWN PROSSER
GC15506 Hoffman Residence,R:\Engineering\GC Projects\2015 GC Jobs\GC15506 Hoffman Residence
GC15537 3906 W Crandall Lane Pool,R:\Engineering\GC Projects\2015 GC Jobs\GC15537 3906 W Crandall Lane Pool
GC15558 Fenn Pond Micropiles Kooskia Idaho,R:\Engineering\GC Projects\2015 GC Jobs\GC15558 Fenn Pond Micropiles Kooskia Idaho
GC15585 North Central High School Phase 2 Cafeteria-Commons Addition micropiles,R:\Engineering\GC Projects\2015 GC Jobs\GC15585 North Central High School Phase 2 Cafeteria-Commons Addition micropiles
GC15585 North Central Phase 2,R:\Engineering\GC Projects\2015 GC Jobs\GC15585 North Central Phase 2
GC15597 Bozeman Landfill,R:\Engineering\GC Projects\2015 GC Jobs\GC15597 Bozeman Landfill
GC15626 Calloway Bridge Rock Dowels,R:\Engineering\GC Projects\2015 GC Jobs\GC15626 Calloway Bridge Rock Dowels
GC15635 Oak Harbor Clean Water Facility,R:\Engineering\GC Projects\2015 GC Jobs\GC15635 Oak Harbor Clean Water Facility
GC15680 4611 S. Tampa,R:\Engineering\GC Projects\2015 GC Jobs\GC15680 4611 S. Tampa
GC15681 Cave Bay Cabin,R:\Engineering\GC Projects\2015 GC Jobs\GC15681 Cave Bay Cabin
GC15688 ADM Truck Probe,R:\Engineering\GC Projects\2015 GC Jobs\GC15688 ADM Truck Probe
GC16368 Spokane Project RFP S-01 - Early Concrete Addendum No. 4,R:\Engineering\GC Projects\2015 GC Jobs\GC16368 Spokane Project RFP S-01 - Early Concrete Addendum No. 4
GC16392 Spokane Project RFP S-01 - Early Concrete,R:\Engineering\GC Projects\2015 GC Jobs\GC16392 Spokane Project RFP S-01 - Early Concrete
GC-15059 Ross Rock Slide Barge Landing Diablo Dam Skagit County,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC-15059 Ross Rock Slide Barge Landing Diablo Dam Skagit County
GC-15216 Adams Rural Hospital,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC-15216 Adams Rural Hospital
GC14537 Calloway Bridge Rock Dowels,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC14537 Calloway Bridge Rock Dowels
GC15022 Winchester 2014 Water System Improvements piling,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15022 Winchester 2014 Water System Improvements piling
GC15044 340 N Legend Tree Drive,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15044 340 N Legend Tree Drive
GC15049 Five Mile Mini Storage,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15049 Five Mile Mini Storage
GC15091 Criss Residence,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15091 Criss Residence
GC15370 Crane Support Sealing-WSU Stadium,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15370 Crane Support Sealing-WSU Stadium
GC15409 Five Mile Mini Storage,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15409 Five Mile Mini Storage
GC15450 Deer Lick Geotechnical Instrumentation 203 020 405,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15450 Deer Lick Geotechnical Instrumentation 203 020 405
GC15582 Upriver Dam Spillway Rehabilitation Phase II,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15582 Upriver Dam Spillway Rehabilitation Phase II
GC15629 ZOD Alltel MT01 Bigarm 108811,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15629 ZOD Alltel MT01 Bigarm 108811
GC15651 Stegmann Riding Arena,R:\Engineering\GC Projects\2015 GC Jobs\2015 proposed but not awarded\GC15651 Stegmann Riding Arena
GC15137 Daily Dril Reports,R:\Engineering\GC Projects\2015 GC Jobs\GC15137 15000 BPH Grain Storage Equipment Central Ferrry micropiles\GC15137 Daily Dril Reports
GC15226 Daily Drill Report,R:\Engineering\GC Projects\2015 GC Jobs\GC15226 Sycamore\GC15226 Daily Drill Report
GC15226 photos,R:\Engineering\GC Projects\2015 GC Jobs\GC15226 Sycamore\GC15226 photos
GC15585A1 NC HS Black Box,R:\Engineering\GC Projects\2015 GC Jobs\GC15585 North Central High School Phase 2 Cafeteria-Commons Addition micropiles\GC15585A1 NC HS Black Box
GC15680 scans,R:\Engineering\GC Projects\2015 GC Jobs\GC15680 4611 S. Tampa\GC15680 scans
GC-16102 Willamette Egg Expansion,R:\Engineering\GC Projects\2016 GC Jobs\GC-16102 Willamette Egg Expansion
GC-16532 11212 Waikiki,R:\Engineering\GC Projects\2016 GC Jobs\GC-16532 11212 Waikiki
GC-16582 River Stone Lot 13,R:\Engineering\GC Projects\2016 GC Jobs\GC-16582 River Stone Lot 13
GC16027 Cascade Disposal,R:\Engineering\GC Projects\2016 GC Jobs\GC16027 Cascade Disposal
GC16063 Canyon Rim,R:\Engineering\GC Projects\2016 GC Jobs\GC16063 Canyon Rim
GC16072 Boundary Dam Spillway No 1 TDG Modifications,R:\Engineering\GC Projects\2016 GC Jobs\GC16072 Boundary Dam Spillway No 1 TDG Modifications
GC16088 SDS Pond Grouting,R:\Engineering\GC Projects\2016 GC Jobs\GC16088 SDS Pond Grouting
GC16091 University District Health Clinic,R:\Engineering\GC Projects\2016 GC Jobs\GC16091 University District Health Clinic
GC16161 Grout at Milton Freewater,R:\Engineering\GC Projects\2016 GC Jobs\GC16161 Grout at Milton Freewater
GC16173 Winchester Water System Improvements,R:\Engineering\GC Projects\2016 GC Jobs\GC16173 Winchester Water System Improvements
GC16175  Station 60 Central Pierce Fire and Rescue Spanaway micropiles,R:\Engineering\GC Projects\2016 GC Jobs\GC16175  Station 60 Central Pierce Fire and Rescue Spanaway micropiles
"GC16238 Les Schwab tire Center Estacada, OR","R:\Engineering\GC Projects\2016 GC Jobs\GC16238 Les Schwab tire Center Estacada, OR"
GC16250 Warehouse geothermal system,R:\Engineering\GC Projects\2016 GC Jobs\GC16250 Warehouse geothermal system
GC16259 Lower Granite Dam Rock Anchors,R:\Engineering\GC Projects\2016 GC Jobs\GC16259 Lower Granite Dam Rock Anchors
GC16317 Krell tower modification,R:\Engineering\GC Projects\2016 GC Jobs\GC16317 Krell tower modification
GC16327 Kaiser Alluminum 200-ton Hotline Shear,R:\Engineering\GC Projects\2016 GC Jobs\GC16327 Kaiser Alluminum 200-ton Hotline Shear
GC16433 Honeywell,R:\Engineering\GC Projects\2016 GC Jobs\GC16433 Honeywell
GC16443 Good Samaritian Home,R:\Engineering\GC Projects\2016 GC Jobs\GC16443 Good Samaritian Home
GC16502 Sullivan Residence,R:\Engineering\GC Projects\2016 GC Jobs\GC16502 Sullivan Residence
GC16507 Bead Lake,R:\Engineering\GC Projects\2016 GC Jobs\GC16507 Bead Lake
GC16527 Boyea Pool,R:\Engineering\GC Projects\2016 GC Jobs\GC16527 Boyea Pool
GC16600 Gonzaga University Center for Athletic Achievement,R:\Engineering\GC Projects\2016 GC Jobs\GC16600 Gonzaga University Center for Athletic Achievement
GC16636 SFCC Gymnasium,R:\Engineering\GC Projects\2016 GC Jobs\GC16636 SFCC Gymnasium
GC16651 Franklin Elementary School,R:\Engineering\GC Projects\2016 GC Jobs\GC16651 Franklin Elementary School
GC16657 Box Canyon Dam,R:\Engineering\GC Projects\2016 GC Jobs\GC16657 Box Canyon Dam
GC16689 RPWRF Clarifier No 5 Shoring,R:\Engineering\GC Projects\2016 GC Jobs\GC16689 RPWRF Clarifier No 5 Shoring
GC16737 Macy's Redevelopment,R:\Engineering\GC Projects\2016 GC Jobs\GC16737 Macy's Redevelopment
GC16737A1 M Building Skywalks,R:\Engineering\GC Projects\2016 GC Jobs\GC16737A1 M Building Skywalks
GC-16029 Well house improvements and well decommissioning,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC-16029 Well house improvements and well decommissioning
GC-16098 Matilda Building Geothermal System Spokane,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC-16098 Matilda Building Geothermal System Spokane
GC16017 Monopile Reinforcement and Retrofit Project,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16017 Monopile Reinforcement and Retrofit Project
GC16028 WSU Soccer Field Upgrade Phase II Helical Piers,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16028 WSU Soccer Field Upgrade Phase II Helical Piers
GC16092 Grant County Juvenile Detention Center,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16092 Grant County Juvenile Detention Center
GC16165 Zod_Alltel_MTBL_Govplace,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16165 Zod_Alltel_MTBL_Govplace
GC16262 South Columbia Basin Micropiles,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16262 South Columbia Basin Micropiles
GC16266 Brewster Water Storage Tanks Improvements,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16266 Brewster Water Storage Tanks Improvements
GC16338 Hilton Garden Inn Pin Piles,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16338 Hilton Garden Inn Pin Piles
GC16356 Hayden Geothermal,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16356 Hayden Geothermal
GC16654 9 Mile Dam,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16654 9 Mile Dam
GC16725 Nine Mile HED,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16725 Nine Mile HED
GC16738 U-district Pedestrian Bridge Grouted Mechanical Anchors,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16738 U-district Pedestrian Bridge Grouted Mechanical Anchors
GC16___ Glacier NP Hotel,R:\Engineering\GC Projects\2016 GC Jobs\2016 Proposals\GC16___ Glacier NP Hotel
GC16161 Grout at Milton Freewater WWTP,R:\Engineering\GC Projects\2016 GC Jobs\GC16161 Grout at Milton Freewater\GC16161 Grout at Milton Freewater WWTP
GC16657A1 Permanent Ground Anchors,R:\Engineering\GC Projects\2016 GC Jobs\GC16657 Box Canyon Dam\GC16657A1 Permanent Ground Anchors
GC16737A1 Macys Mizuna Skywalk micropiles summer 2017,R:\Engineering\GC Projects\2016 GC Jobs\GC16737 Macy's Redevelopment\GC16737A1 Macys Mizuna Skywalk micropiles summer 2017
GC-17322 VA Hospital Addition for Povolny,R:\Engineering\GC Projects\2017 GC Jobs\GC-17322 VA Hospital Addition for Povolny
GC-17700 Deer Lake Driveway Wall,R:\Engineering\GC Projects\2017 GC Jobs\GC-17700 Deer Lake Driveway Wall
GC17023 Purina Mills MCC Building,R:\Engineering\GC Projects\2017 GC Jobs\GC17023 Purina Mills MCC Building
GC17056 Arden Bridge Grout Anchors,R:\Engineering\GC Projects\2017 GC Jobs\GC17056 Arden Bridge Grout Anchors
GC17076 Wilson Townhouses,R:\Engineering\GC Projects\2017 GC Jobs\GC17076 Wilson Townhouses
GC17188 Miller Residence,R:\Engineering\GC Projects\2017 GC Jobs\GC17188 Miller Residence
GC17222 San Nicolas Residence Development,R:\Engineering\GC Projects\2017 GC Jobs\GC17222 San Nicolas Residence Development
GC17233 Broken Top Lot 116,R:\Engineering\GC Projects\2017 GC Jobs\GC17233 Broken Top Lot 116
GC17289 Palouse Pinpiles,R:\Engineering\GC Projects\2017 GC Jobs\GC17289 Palouse Pinpiles
GC17442 Indian Cr Fish Passage LeClerc Creek,R:\Engineering\GC Projects\2017 GC Jobs\GC17442 Indian Cr Fish Passage LeClerc Creek
GC17529 Box Canyon mat anchors,R:\Engineering\GC Projects\2017 GC Jobs\GC17529 Box Canyon mat anchors
GC17561 4007 E.  Funk,R:\Engineering\GC Projects\2017 GC Jobs\GC17561 4007 E.  Funk
GC17580 11709 N Lancelot,R:\Engineering\GC Projects\2017 GC Jobs\GC17580 11709 N Lancelot
GC17593 Wonder Building Adaptive Reuse micropiles,R:\Engineering\GC Projects\2017 GC Jobs\GC17593 Wonder Building Adaptive Reuse micropiles
GC17599 Sehome Tower near Bellingham rock anchors,R:\Engineering\GC Projects\2017 GC Jobs\GC17599 Sehome Tower near Bellingham rock anchors
GC17610 Franklin Elementary tie backs,R:\Engineering\GC Projects\2017 GC Jobs\GC17610 Franklin Elementary tie backs
GC17618 Asmussen Residence in Mansfield,R:\Engineering\GC Projects\2017 GC Jobs\GC17618 Asmussen Residence in Mansfield
GC17665 Schindelbeck Residence,R:\Engineering\GC Projects\2017 GC Jobs\GC17665 Schindelbeck Residence
GC17695 Kopp Residence Geothermal System,R:\Engineering\GC Projects\2017 GC Jobs\GC17695 Kopp Residence Geothermal System
GC17738 Fiala Residence 3834 W Canyon DR,R:\Engineering\GC Projects\2017 GC Jobs\GC17738 Fiala Residence 3834 W Canyon DR
GC17742 Indian Creek Fish,R:\Engineering\GC Projects\2017 GC Jobs\GC17742 Indian Creek Fish
"GC17775 SJS Ground Source Heat Pump, Southwest Corner","R:\Engineering\GC Projects\2017 GC Jobs\GC17775 SJS Ground Source Heat Pump, Southwest Corner"
GC17784 Dynamic Gymnastics Facility,R:\Engineering\GC Projects\2017 GC Jobs\GC17784 Dynamic Gymnastics Facility
GC17794 Dworshak Dam Project,R:\Engineering\GC Projects\2017 GC Jobs\GC17794 Dworshak Dam Project
GC17233 Original Lab,R:\Engineering\GC Projects\2017 GC Jobs\GC17233 Broken Top Lot 116\GC17233 Original Lab
GC-18245 Chukar Hill,R:\Engineering\GC Projects\2018 GC Jobs\GC-18245 Chukar Hill
GC18008 6503 Columbia River Rd,R:\Engineering\GC Projects\2018 GC Jobs\GC18008 6503 Columbia River Rd
GC18073 Craig Residence,R:\Engineering\GC Projects\2018 GC Jobs\GC18073 Craig Residence
GC18104A1 Three Mile Farms,R:\Engineering\GC Projects\2018 GC Jobs\GC18104A1 Three Mile Farms
GC18119 Gonzaga Prep Phase 3 Gym Addition,R:\Engineering\GC Projects\2018 GC Jobs\GC18119 Gonzaga Prep Phase 3 Gym Addition
GC18155 BAI Kitchen Improvements,R:\Engineering\GC Projects\2018 GC Jobs\GC18155 BAI Kitchen Improvements
GC18171 1622 E. Filmore Residence Micropiles,R:\Engineering\GC Projects\2018 GC Jobs\GC18171 1622 E. Filmore Residence Micropiles
GC18226 Kootenai NF- Kootenai Falls Swinging Bridge,R:\Engineering\GC Projects\2018 GC Jobs\GC18226 Kootenai NF- Kootenai Falls Swinging Bridge
GC18235 SDS Facility Micropiles,R:\Engineering\GC Projects\2018 GC Jobs\GC18235 SDS Facility Micropiles
GC18306 1st Avenue Redevelopment,R:\Engineering\GC Projects\2018 GC Jobs\GC18306 1st Avenue Redevelopment
GC18310 Potter Residence,R:\Engineering\GC Projects\2018 GC Jobs\GC18310 Potter Residence
GC18324 Borowski Residence,R:\Engineering\GC Projects\2018 GC Jobs\GC18324 Borowski Residence
GC18346 Wagstaff Entry,R:\Engineering\GC Projects\2018 GC Jobs\GC18346 Wagstaff Entry
"GC18349 Kootenai Health Imaging, 700 Interlake Building","R:\Engineering\GC Projects\2018 GC Jobs\GC18349 Kootenai Health Imaging, 700 Interlake Building"
GC18372 Jones Residence,R:\Engineering\GC Projects\2018 GC Jobs\GC18372 Jones Residence
GC18377 903 Summit Drive house foundation,R:\Engineering\GC Projects\2018 GC Jobs\GC18377 903 Summit Drive house foundation
GC18406 Julius Drive Micropiles,R:\Engineering\GC Projects\2018 GC Jobs\GC18406 Julius Drive Micropiles
GC18452 Canfield Butte Communications Tower,R:\Engineering\GC Projects\2018 GC Jobs\GC18452 Canfield Butte Communications Tower
GC18453 Patel Residence Cable Lift Tram,R:\Engineering\GC Projects\2018 GC Jobs\GC18453 Patel Residence Cable Lift Tram
GC18454 Boundary Dam Right Abutment Level 6,R:\Engineering\GC Projects\2018 GC Jobs\GC18454 Boundary Dam Right Abutment Level 6
GC18455 Hagadone Vehicle Showroom,R:\Engineering\GC Projects\2018 GC Jobs\GC18455 Hagadone Vehicle Showroom
GC18468 Playfair 9 Micropiles,R:\Engineering\GC Projects\2018 GC Jobs\GC18468 Playfair 9 Micropiles
GC18481 Livingston Residence Pole Building,R:\Engineering\GC Projects\2018 GC Jobs\GC18481 Livingston Residence Pole Building
GC18518 2018 Region 3 Geotechnical Drilling OREGON,R:\Engineering\GC Projects\2018 GC Jobs\GC18518 2018 Region 3 Geotechnical Drilling OREGON
GC18554 Riverfront Park Pavilion - Micropiles,R:\Engineering\GC Projects\2018 GC Jobs\GC18554 Riverfront Park Pavilion - Micropiles
GC18573 South Landing HUB grout curtain,R:\Engineering\GC Projects\2018 GC Jobs\GC18573 South Landing HUB grout curtain
GC18582 Snoqualmie Pass King County Tower RFQ,R:\Engineering\GC Projects\2018 GC Jobs\GC18582 Snoqualmie Pass King County Tower RFQ
GC18593 Peterson 76 Station,R:\Engineering\GC Projects\2018 GC Jobs\GC18593 Peterson 76 Station
GC18599 Burk Residence 14004 E Arrowleaf Ln,R:\Engineering\GC Projects\2018 GC Jobs\GC18599 Burk Residence 14004 E Arrowleaf Ln
GC18604 4605 Julius Drive,R:\Engineering\GC Projects\2018 GC Jobs\GC18604 4605 Julius Drive
GC18628 WCGG Scale and Pit CFA Piles,R:\Engineering\GC Projects\2018 GC Jobs\GC18628 WCGG Scale and Pit CFA Piles
GC18701 1536 Bellerive Lane,R:\Engineering\GC Projects\2018 GC Jobs\GC18701 1536 Bellerive Lane
GC18706 Medical Examiners Building,R:\Engineering\GC Projects\2018 GC Jobs\GC18706 Medical Examiners Building
GC18759 RPWRF Shoring between C6 and CCB,R:\Engineering\GC Projects\2018 GC Jobs\GC18759 RPWRF Shoring between C6 and CCB
GC18772 Little Spokane Tower,R:\Engineering\GC Projects\2018 GC Jobs\GC18772 Little Spokane Tower
GC18777 City of Spokane Valley City Hall Settlement,R:\Engineering\GC Projects\2018 GC Jobs\GC18777 City of Spokane Valley City Hall Settlement
GC18780 Lakeside Bridge,R:\Engineering\GC Projects\2018 GC Jobs\GC18780 Lakeside Bridge
GC18788 McQuade Residence,R:\Engineering\GC Projects\2018 GC Jobs\GC18788 McQuade Residence
GC18803 Palouse Grain Growers Bin Foundation,R:\Engineering\GC Projects\2018 GC Jobs\GC18803 Palouse Grain Growers Bin Foundation
GC18803A1 Palouse Grain Growers Guy Anchors,R:\Engineering\GC Projects\2018 GC Jobs\GC18803A1 Palouse Grain Growers Guy Anchors
"GC18804 4339 W. 9th Place, Kennewick","R:\Engineering\GC Projects\2018 GC Jobs\GC18804 4339 W. 9th Place, Kennewick"
GC18826 Tumwater,R:\Engineering\GC Projects\2018 GC Jobs\GC18826 Tumwater
GC18838 Paine Building Micropiles,R:\Engineering\GC Projects\2018 GC Jobs\GC18838 Paine Building Micropiles
